Route,Resource,Strapi Status,Location,DOMAIN,Item_name,short_desc,long_desc,Logo_image_url,provider_id (Leave),max_quantity,min_quantity,tag_name,code,value,category name,category code,provider_name,provider_short_desc,provider_long_desc,provider_Logo_image_url,provider_id,provider_uri,sku,min_price,max_price,stock_quantity,stock_status,Address,City,State,Country,zip,latitude,longitude,gps,fulfillments
"Route -1 : 
I-25 N",,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://cdn.pixabay.com/photo/2023/12/18/11/05/chocolate-8455786_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Max Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNtU3nIV8xfShXDHE9Oi1XOjCipfE8szrOOfR3C=w408-h741-k-no,,https://www.allmenus.com/co/denver/495533-max-market/menu/,Groc_1001,1,20,500,Yes,"2080 Lawrence St, Denver, CO 80205, United States",Denver,Colorado,USA,80205,40.46314726,-104.9915936,"40.46314725708263, -104.99159363490425",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Sweets ,"Sweets are sugary treats enjoyed for their indulgent flavors and satisfying sweetness, encompassing a wide range of confections such as candies, chocolates, pastries, and desserts.","Sweets are delightful treats cherished for their sugary taste and ability to satisfy cravings for something indulgent. This broad category includes a diverse array of confections, ranging from candies and chocolates to pastries, cakes, and desserts. Sweets are often made from ingredients such as sugar, chocolate, flour, butter, eggs, and various flavorings, resulting in a wide variety of textures, flavors, and presentations. ",https://cdn.pixabay.com/photo/2017/02/11/14/19/valentines-day-2057745_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Max Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipNtU3nIV8xfShXDHE9Oi1XOjCipfE8szrOOfR3C=w408-h741-k-no,,https://www.allmenus.com/co/denver/495533-max-market/menu/,Groc_1001,1,20,500,Yes,"2080 Lawrence St, Denver, CO 80205, United States",Denver,Colorado,USA,80205,40.46314726,-104.9915936,"40.46314725708263, -104.99159363490425",STORE PICKUP
"Route -1 : 
I-25 N",,,Denver,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://lh5.googleusercontent.com/p/AF1QipPvxe-5xFeaIJWEAsZciTqTakJBHC422HFfYIzC=w426-h240-k-no,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,King Soopers,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/RZE3J9r3xeLczvrc7,,https://www.kingsoopers.com/,Groc_1000,1,20,500,Yes,"1331 Speer Blvd, Denver, CO 80204, United States",Denver,Colorado,USA,80204,39.74838731,-104.9968776,"39.74838730597183, -104.99687762378248",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Nutty savory snack,"A blend of various crunchy ingredients like nuts, lentils, and spices, often seasoned with flavorful spices and herbs","A popular savory snack enjoyed for its crunchy texture and bold flavors. It typically consists of a mixture of roasted or fried ingredients such as nuts (like peanuts, cashews), lentils (such as chickpeas, green peas), and fried noodles or poha (flattened rice), combined with a variety of spices and seasonings. ",https://cdn.pixabay.com/photo/2017/09/17/22/01/pretzels-2759994_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,King Soopers,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/RZE3J9r3xeLczvrc7,,https://www.kingsoopers.com/,Groc_1000,1,20,500,Yes,"1331 Speer Blvd, Denver, CO 80204, United States",Denver,Colorado,USA,80204,39.74838731,-104.9968776,"39.74838730597183, -104.99687762378248",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://cdn.pixabay.com/photo/2024/04/01/06/57/cookies-8668144_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,King Soopers,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/RZE3J9r3xeLczvrc7,,https://www.kingsoopers.com/,Groc_1000,1,20,500,Yes,"1331 Speer Blvd, Denver, CO 80204, United States",Denver,Colorado,USA,80204,39.74838731,-104.9968776,"39.74838730597183, -104.99687762378248",STORE PICKUP
"Route -1 : 
I-25 N",,,Wheatland,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://images.app.goo.gl/2N8vADtDkNbYz1RG9,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Target Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOLGyUSHAXObNkcnxIMWEoleLnvptDQhRpKbu6Q=w408-h544-k-no,,https://www.target.com,Groc_1003,1,20,500,Yes,"1600 California St Suite 14, California, CO 80202, United States",Wheatland,California,USA,80202,42.05433078,-104.9748565,"42.054330776578404, -104.97485653310095",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://cdn.pixabay.com/photo/2016/11/22/18/52/cake-1850011_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Target Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOLGyUSHAXObNkcnxIMWEoleLnvptDQhRpKbu6Q=w408-h544-k-no,,https://www.target.com,Groc_1003,1,20,500,Yes,"1600 California St Suite 14, California, CO 80202, United States",Wheatland,California,USA,80202,42.05433078,-104.9748565,"42.054330776578404, -104.97485653310095",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://cdn.pixabay.com/photo/2017/02/11/14/19/valentines-day-2057745_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Target Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOLGyUSHAXObNkcnxIMWEoleLnvptDQhRpKbu6Q=w408-h544-k-no,,https://www.target.com,Groc_1003,1,20,500,Yes,"1600 California St Suite 14, California, CO 80202, United States",Wheatland,California,USA,80202,42.05433078,-104.9748565,"42.054330776578404, -104.97485653310095",STORE PICKUP
"Route -1 : 
I-25 N",,,Glendo,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://www.mashed.com/img/gallery/the-untold-truth-of-safeway/intro-1641239562.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/ERMMbRuGi7BmMcLH8,,https://www.safeway.com/,Groc_1004,1,20,500,Yes,"757 E 20th Ave, Glendo, CO 80205, United States",Glendo,Wyoming,USA,80205,42.55927625,-105.0458408,"42.55927625423526, -105.04584075060151",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://cdn.pixabay.com/photo/2016/12/06/15/26/cookies-1886760_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/ERMMbRuGi7BmMcLH8,,https://www.safeway.com/,Groc_1004,1,20,500,Yes,"757 E 20th Ave, Glendo, CO 80205, United States",Glendo,Wyoming,USA,80205,42.55927625,-105.0458408,"42.55927625423526, -105.04584075060151",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Nutty savory snack,"A blend of various crunchy ingredients like nuts, lentils, and spices, often seasoned with flavorful spices and herbs","A popular savory snack enjoyed for its crunchy texture and bold flavors. It typically consists of a mixture of roasted or fried ingredients such as nuts (like peanuts, cashews), lentils (such as chickpeas, green peas), and fried noodles or poha (flattened rice), combined with a variety of spices and seasonings. ",https://cdn.pixabay.com/photo/2017/09/17/22/01/pretzels-2759994_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Safeway,Daily Essentials,Retail hub offering variety for shoppers,https://maps.app.goo.gl/ERMMbRuGi7BmMcLH8,,https://www.safeway.com/,Groc_1004,1,20,500,Yes,"757 E 20th Ave, Glendo, CO 80205, United States",Glendo,Wyoming,USA,80205,42.55927625,-105.0458408,"42.55927625423526, -105.04584075060151",STORE PICKUP
"Route -1 : 
I-25 N",,,Casper,Retail,Bacon ,"A bacon is a savory meat product typically made from pork belly that is cured, smoked, and sliced, offering a salty and flavorful addition to various dishes.","Bacon is a savory meat product derived from pork belly, characterized by its rich flavor and crispy texture. The bacon-making process involves curing the pork belly with salt and sometimes sugar, along with seasonings and spices, to impart flavor and preserve the meat. After curing, the bacon is often smoked using wood chips or liquid smoke, adding depth and complexity to its taste profile. Once cured and smoked, the bacon is sliced thinly and can be cooked by frying, baking, or grilling until crispy. ",https://maps.app.goo.gl/wBJono9zHWiR8S2A7,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Whole Foods Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOTXtYKrA8FwV3xYlzEDFsFKlqQCkQfInauiXbx=w408-h306-k-no,,https://www.wholefoodsmarket.co.uk/,Groc_1005,1,20,500,Yes,"1701 Wewatta St, Denver, CO 80202, United States",Casper,Wyoming,USA,80202,42.86325716,-106.3371098,"42.863257162754024, -106.3371098098137",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Burger ,"A burger is a savory sandwich consisting of a grilled or fried patty made from ground meat or plant-based ingredients, typically served in a soft bun with various toppings and condiments.","A burger is a popular and versatile sandwich enjoyed for its savory flavors and customizable toppings. At its core is a patty made from ground beef, though alternatives such as turkey, chicken, or vegetarian options like black bean or quinoa patties are also common. The patty is seasoned, shaped, and either grilled or fried until cooked through, then placed between soft buns. Burgers are often accompanied by a variety of toppings such as lettuce, tomato, onions, pickles, cheese, and sauces like ketchup, mustard, or mayonnaise. ",https://cdn.pixabay.com/photo/2024/04/01/06/57/cookies-8668144_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Whole Foods Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOTXtYKrA8FwV3xYlzEDFsFKlqQCkQfInauiXbx=w408-h306-k-no,,https://www.wholefoodsmarket.co.uk/,Groc_1005,1,20,500,Yes,"1701 Wewatta St, Denver, CO 80202, United States",Casper,Wyoming,USA,80202,42.86325716,-106.3371098,"42.863257162754024, -106.3371098098137",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://cdn.pixabay.com/photo/2017/09/17/22/01/pretzels-2759994_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Whole Foods Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOTXtYKrA8FwV3xYlzEDFsFKlqQCkQfInauiXbx=w408-h306-k-no,,https://www.wholefoodsmarket.co.uk/,Groc_1005,1,20,500,Yes,"1701 Wewatta St, Denver, CO 80202, United States",Casper,Wyoming,USA,80202,42.86325716,-106.3371098,"42.863257162754024, -106.3371098098137",STORE PICKUP
"Route -1 : 
I-25 N",,,Laramie,Retail,Sweets ,"Sweets are sugary treats enjoyed for their indulgent flavors and satisfying sweetness, encompassing a wide range of confections such as candies, chocolates, pastries, and desserts.","Sweets are delightful treats cherished for their sugary taste and ability to satisfy cravings for something indulgent. This broad category includes a diverse array of confections, ranging from candies and chocolates to pastries, cakes, and desserts. Sweets are often made from ingredients such as sugar, chocolate, flour, butter, eggs, and various flavorings, resulting in a wide variety of textures, flavors, and presentations. ",https://images.app.goo.gl/kftSpFx6CjMz7B7n8,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Save a Lot,Daily Essentials,Retail hub offering variety for shoppers,https://images.app.goo.gl/aUvLRyqfwC8Ru52t9,,https://savealot.com/,Groc_1006,1,20,500,Yes,"4860 N Pecos St, Denver, CO 80221, United States",Laramie,Cheyenne,USA,80221,42.89332183,-106.4764988,"42.89332183010063, -106.47649884179344",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://cdn.pixabay.com/photo/2017/02/11/14/19/valentines-day-2057745_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Save a Lot,Daily Essentials,Retail hub offering variety for shoppers,https://images.app.goo.gl/aUvLRyqfwC8Ru52t9,,https://savealot.com/,Groc_1006,1,20,500,Yes,"4860 N Pecos St, Denver, CO 80221, United States",Laramie,Cheyenne,USA,80221,42.89332183,-106.4764988,"42.89332183010063, -106.47649884179344",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://cdn.pixabay.com/photo/2016/12/06/15/26/cookies-1886760_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Save a Lot,Daily Essentials,Retail hub offering variety for shoppers,https://images.app.goo.gl/aUvLRyqfwC8Ru52t9,,https://savealot.com/,Groc_1006,1,20,500,Yes,"4860 N Pecos St, Denver, CO 80221, United States",Laramie,Cheyenne,USA,80221,42.89332183,-106.4764988,"42.89332183010063, -106.47649884179344",STORE PICKUP
"Route -1 : 
I-25 N",,,Cheyenne,Retail,Nutty savory snack,"A blend of various crunchy ingredients like nuts, lentils, and spices, often seasoned with flavorful spices and herbs","A popular savory snack enjoyed for its crunchy texture and bold flavors. It typically consists of a mixture of roasted or fried ingredients such as nuts (like peanuts, cashews), lentils (such as chickpeas, green peas), and fried noodles or poha (flattened rice), combined with a variety of spices and seasonings. ",https://www.yelp.com/biz_photos/pacific-mercantile-company-denver-2?select=hjRz4u2P9bE53CwCtKTiXg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Pacific Mercentile Company,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOxLY0GgDWgii5EVbIcmo3SBNcJGwkoZCcixn_H=w408-h510-k-no,,https://www.pacificeastwest.com/,Groc_1007,1,20,500,Yes,"1925 Lawrence St, Denver, CO 80202, United States",Cheyenne,Cheyenne,USA,80202,43.50680251,-108.1691264,"43.50680250963523, -108.1691264075441",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Chocolate ,"Chocolate is a beloved sweet treat made from cocoa beans, offering a rich and indulgent flavor experience in various forms such as bars, truffles, and confections.","Chocolate is a decadent and versatile confection cherished worldwide for its rich flavor and creamy texture. Derived from cocoa beans harvested from the cacao tree, chocolate undergoes a process of roasting, grinding, and refining to produce cocoa mass, which forms the basis of chocolate products.",https://cdn.pixabay.com/photo/2017/02/11/14/19/valentines-day-2057745_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Pacific Mercentile Company,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOxLY0GgDWgii5EVbIcmo3SBNcJGwkoZCcixn_H=w408-h510-k-no,,https://www.pacificeastwest.com/,Groc_1007,1,20,500,Yes,"1925 Lawrence St, Denver, CO 80202, United States",Cheyenne,Cheyenne,USA,80202,43.50680251,-108.1691264,"43.50680250963523, -108.1691264075441",STORE PICKUP
"Route -1 : 
I-25 N",,,,Retail,Biscuits ,"Biscuits are crisp, baked treats made from a mixture of flour, sugar, butter, and leavening agents, offering a delightful snack or accompaniment to beverages.","Biscuits are delightful baked goods enjoyed for their crisp texture and versatile flavors. Made from a simple combination of flour, sugar, butter, and leavening agents such as baking powder or baking soda, biscuits are mixed into a dough, shaped, and baked until golden brown. They come in a variety of forms, including sweet biscuits like shortbread or chocolate chip cookies, and savory options like cheese biscuits or crackers. ",https://cdn.pixabay.com/photo/2024/04/01/06/57/cookies-8668144_1280.jpg,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Pacific Mercentile Company,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipOxLY0GgDWgii5EVbIcmo3SBNcJGwkoZCcixn_H=w408-h510-k-no,,https://www.pacificeastwest.com/,Groc_1007,1,20,500,Yes,"1925 Lawrence St, Denver, CO 80202, United States",Cheyenne,Cheyenne,USA,80202,43.50680251,-108.1691264,"43.50680250963523, -108.1691264075441",STORE PICKUP
WY-120W,Megha,Done,,Retail,Water Bottle,Grocery,Everyday essentials and groceries,https://content.oppictures.com/Master_Images/Master_Variants/Variant_1500/640471.JPG,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Target Grocery,Daily Essentials,Retail hub offering variety for shoppers,https://www.target.com/c/grocery/-/N-5xt1a,,https://www.target.com/c/grocery/-/N-5xt1a,Groc_001,1,20,500,Yes,"460 S College Ave, Fort Collins, CO 80524, United States",Fort Collins,Colorado,USA,80524,40.5920318,-107.1494723,"40.5920318,-107.1494723",STORE PICKUP
WY-120W,Vishwa,Done,,Retail,Orange,Grocery,Everyday essentials and groceries,https://pngimg.com/uploads/orange/orange_PNG777.png,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Whole Foods Market,Daily Essentials,Retail hub offering variety for shoppers,https://www.kahalamallcenter.com/wp-content/uploads/2018/08/WFM-Feature3.jpg,,https://www.wholefoodsmarket.co.uk/,Groc_002,1,20,500,Yes,"2201 S College Ave, Fort Collins, CO 80525, United States",Fort Collins,Colorado,USA,80525,40.5920318,-107.1494723,"40.5920318,-107.1494723",STORE PICKUP
WY-120W,Vishwa,Done,,Retail,Chips,"Chips are crispy, savory snacks made from thinly sliced potatoes or other ingredients, offering a satisfying crunch in various flavors.","Chips are popular savory snacks enjoyed worldwide, typically made from thinly sliced potatoes or alternative ingredients like corn, tapioca, or vegetables. These slices are deep-fried, baked, or air-dried to achieve a crispy texture and seasoned with various flavorings such as salt, cheese, barbecue, or herbs. Chips come in a wide array of shapes, including classic potato chips, tortilla chips, and vegetable chips, offering a crunchy and satisfying snack experience. They are often enjoyed on their own, paired with dips, or as accompaniments to meals, providing a convenient and flavorful option for snacking.",https://images.pexels.com/photos/1582482/pexels-photo-1582482.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Whole Foods Market,Daily Essentials,Retail hub offering variety for shoppers,https://www.kahalamallcenter.com/wp-content/uploads/2018/08/WFM-Feature3.jpg,,https://www.wholefoodsmarket.co.uk/,Groc_002,1,20,500,Yes,"2201 S College Ave, Fort Collins, CO 80525, United States",Fort Collins,Colorado,USA,80525,40.5920318,-107.1494723,"40.5920318,-107.1494723",STORE PICKUP
WY-120W,,,,Retail,Cake,"Cake is a sweet and indulgent dessert made from a combination of flour, sugar, eggs, and flavorings, often topped with frosting or icing for added sweetness.","Cake is a classic dessert enjoyed for its rich flavor and decadent texture. Typically made from a blend of flour, sugar, eggs, and butter or oil, cakes come in a variety of types and flavors, ranging from moist chocolate to light vanilla. Additional ingredients such as cocoa powder, fruits, nuts, or flavor extracts may be incorporated to enhance taste and texture. Once baked, cakes are often adorned with frosting, icing, or glaze, adding sweetness and visual appeal. Whether enjoyed on special occasions like birthdays or weddings, or simply as a delightful treat, cake serves as a beloved symbol of celebration and indulgence in culinary traditions worldwide.",https://images.pexels.com/photos/568805/pexels-photo-568805.jpeg?auto=compress&cs=tinysrgb&w=600,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Whole Foods Market,Daily Essentials,Retail hub offering variety for shoppers,https://www.kahalamallcenter.com/wp-content/uploads/2018/08/WFM-Feature3.jpg,,https://www.wholefoodsmarket.co.uk/,Groc_002,1,20,500,Yes,"2201 S College Ave, Fort Collins, CO 80525, United States",Fort Collins,Colorado,USA,80525,40.5920318,-107.1494723,"40.5920318,-107.1494723",STORE PICKUP
WY-120W,Vishwa,Done,,Retail,Packaged food - snacks,"Snacks are quick bites of food enjoyed between meals or as light refreshments, offering convenience and satisfaction in various flavors and forms.","Snacks are convenient and often flavorful food items consumed between meals or as light refreshments. Ranging from savory to sweet, snacks come in diverse forms such as chips, nuts, crackers, cookies, fruit bars, and more. They offer quick satisfaction, energy boosts, and sometimes nutritional benefits, catering to different tastes and dietary preferences. Snacks are enjoyed on-the-go, during breaks, or as accompaniments to social gatherings, providing a convenient and versatile option for satisfying hunger cravings and indulging in culinary delights.",https://images.pexels.com/photos/64613/pexels-photo-64613.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Choice Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipN6iQg9WdstULzbpSV-kGLKm5CAfZD5XU0qSKwA=w408-h544-k-no,,http://choicemarket.co/?utm_source=GMB,Groc_003,1,20,500,Yes,"1770 Broadway, Denver, CO 80202, United States",Denver,Colorado,USA,80202,39.7212112,-105.157777,"39.7212112,-105.157777",STORE PICKUP
WY-120W,,,,Retail,Water Bottle,"A water bottle is a portable container designed for carrying and dispensing water, ideal for hydration on the go.","A water bottle is a convenient and portable container crafted to hold water for easy access and consumption. Available in various sizes, shapes, and materials such as plastic, stainless steel, or glass, water bottles are designed for versatility and durability. They often feature leak-proof caps or lids, making them suitable for travel, outdoor activities, or daily use. Water bottles promote hydration, providing a convenient way to carry and access water throughout the day, whether at work, school, the gym, or during outdoor adventures.",https://images.pexels.com/photos/1000084/pexels-photo-1000084.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,,5000,10,"Grocery Store, Convenience Store, Departmental Store",XYZ_Retail,Essentials_Goods,Storefront_items,Essential Commodity,Choice Market,Daily Essentials,Retail hub offering variety for shoppers,https://lh5.googleusercontent.com/p/AF1QipN6iQg9WdstULzbpSV-kGLKm5CAfZD5XU0qSKwA=w408-h544-k-no,,http://choicemarket.co/?utm_source=GMB,Groc_003,1,20,500,Yes,"1770 Broadway, Denver, CO 80202, United States",Denver,Colorado,USA,80202,39.7212112,-105.157777,"39.7212112,-105.157777",STORE PICKUP
